loc_prec,G16DPRS,G16RPRS,G16DHOR,G16RHOR,year,
"Union,Elizabeth Ward 5 District 2",306,28,203,18,2016,
"Union,Elizabeth Ward 5 District 3",457,26,319,10,2016,
"Union,Elizabeth Ward 5 District 4",254,19,181,12,2016,
"Union,Elizabeth Ward 5 District 5",318,22,255,13,2016,
"Union,Elizabeth Ward 5 District 6",308,44,230,36,2016,
"Union,Elizabeth Ward 5 District 7",469,38,399,28,2016,
"Union,Elizabeth Ward 5 District 8",441,80,343,52,2016,
"Union,Elizabeth Ward 5 District 9",468,127,291,75,2016,
"Union,Elizabeth Ward 5 Mail-In Ballot",352,50,306,24,2016,
"Union,Elizabeth Ward 5 Overseas",7,0,6,0,2016,
"Union,Elizabeth Ward 5 Provisional",197,24,157,13,2016,
"Union,Elizabeth Ward 6 District 1",214,41,170,28,2016,
"Union,Elizabeth Ward 6 District 2",230,58,179,41,2016,
"Union,Elizabeth Ward 6 District 3",457,123,308,79,2016,
"Union,Elizabeth Ward 6 District 4",251,51,160,26,2016,
"Union,Elizabeth Ward 6 District 5",528,125,409,77,2016,
"Union,Elizabeth Ward 6 District 6",325,42,233,19,2016,
"Union,Elizabeth Ward 6 District 7",246,33,167,24,2016,
"Union,Elizabeth Ward 6 District 8",455,202,313,91,2016,
"Union,Elizabeth Ward 6 Mail-In Ballot",377,101,337,30,2016,
"Union,Elizabeth Ward 6 Overseas",3,2,3,2,2016,
"Union,Elizabeth Ward 6 Provisional",112,20,82,15,2016,
"Union,Fanwood District 1",327,171,295,168,2016,
"Union,Fanwood District 2",216,156,168,157,2016,
"Union,Fanwood District 3",414,219,362,214,2016,
"Union,Fanwood District 4",348,163,294,179,2016,
"Union,Fanwood District 5",355,187,307,203,2016,
"Union,Fanwood District 6",301,251,254,241,2016,
"Union,Fanwood District 7",299,257,247,254,2016,
"Union,Fanwood Mail-In Ballot",256,97,227,114,2016,
"Union,Fanwood Overseas",17,2,16,1,2016,
"Union,Fanwood Provisional",9,9,5,8,2016,
"Union,Garwood District 1",251,280,220,238,2016,
"Union,Garwood District 2",293,353,262,320,2016,
"Union,Garwood District 3",237,231,224,213,2016,
"Union,Garwood District 4",164,198,147,187,2016,
"Union,Garwood Mail-In Ballot",72,53,60,55,2016,
"Union,Garwood Overseas",5,2,5,2,2016,
"Union,Garwood Provisional",4,13,7,9,2016,
"Union,Hillside Ward 1 District 1",870,55,744,40,2016,
"Union,Hillside Ward 1 District 2",561,18,476,8,2016,
"Union,Hillside Ward 1 District 3",560,109,473,76,2016,
"Union,Hillside Ward 1 Mail-In Ballot",75,10,73,8,2016,
"Union,Hillside Ward 1 Overseas",3,1,3,1,2016,
"Union,Hillside Ward 1 Provisional",32,3,30,2,2016,
"Union,Hillside Ward 2 District 1",650,148,473,105,2016,
"Union,Hillside Ward 2 District 2",633,27,557,23,2016,
"Union,Hillside Ward 2 District 3",584,28,520,22,2016,
"Union,Hillside Ward 2 Mail-In Ballot",69,9,69,9,2016,
"Union,Hillside Ward 2 Overseas",3,0,3,0,2016,
"Union,Hillside Ward 2 Provisional",31,2,24,1,2016,
"Union,Hillside Ward 3 District 1",629,22,543,10,2016,
"Union,Hillside Ward 3 District 2",627,169,490,122,2016,
"Union,Hillside Ward 3 District 3",474,117,368,82,2016,
"Union,Hillside Ward 3 Mail-In Ballot",57,21,59,16,2016,
"Union,Hillside Ward 3 Overseas",3,0,3,0,2016,
"Union,Hillside Ward 3 Provisional",14,3,11,3,2016,
"Union,Hillside Ward 4 District 1",346,195,294,167,2016,
"Union,Hillside Ward 4 District 2",270,141,231,120,2016,
"Union,Hillside Ward 4 District 3",386,133,318,110,2016,
"Union,Hillside Ward 4 District 4",670,25,564,16,2016,
"Union,Hillside Ward 4 Mail-In Ballot",91,39,91,37,2016,
"Union,Hillside Ward 4 Overseas",4,5,2,3,2016,
"Union,Hillside Ward 4 Provisional",21,20,18,16,2016,
"Union,Kenilworth District 1",267,254,244,194,2016,
"Union,Kenilworth District 2",179,338,169,268,2016,
"Union,Kenilworth District 3",265,318,245,268,2016,
"Union,Kenilworth District 4",212,353,194,300,2016,
"Union,Kenilworth District 5",225,411,207,339,2016,
"Union,Kenilworth District 6",226,321,203,265,2016,
"Union,Kenilworth Mail-In Ballot",98,138,96,131,2016,
"Union,Kenilworth Overseas",7,0,5,2,2016,
"Union,Kenilworth Provisional",12,13,13,12,2016,
"Union,Linden Ward 1 District 1",464,187,366,130,2016,
"Union,Linden Ward 1 District 2",284,161,236,94,2016,
"Union,Linden Ward 1 District 3",254,170,212,109,2016,
"Union,Linden Ward 1 Mail-In Ballot",33,19,31,21,2016,
"Union,Linden Ward 1 Overseas",3,0,2,0,2016,
"Union,Linden Ward 1 Provisional",8,4,6,1,2016,
"Union,Linden Ward 10 District 1",239,195,198,140,2016,
"Union,Linden Ward 10 District 2",142,146,125,90,2016,
"Union,Linden Ward 10 District 3",313,211,261,148,2016,
"Union,Linden Ward 10 District 4",187,252,170,165,2016,
"Union,Linden Ward 10 Mail-In Ballot",64,53,55,40,2016,
"Union,Linden Ward 10 Overseas",7,1,7,2,2016,
"Union,Linden Ward 10 Provisional",6,2,5,1,2016,
"Union,Linden Ward 2 District 1",331,186,272,118,2016,
"Union,Linden Ward 2 District 2",236,174,186,94,2016,
"Union,Linden Ward 2 District 3",228,145,198,91,2016,
"Union,Linden Ward 2 Mail-In Ballot",35,33,39,17,2016,
"Union,Linden Ward 2 Overseas",9,1,6,1,2016,
"Union,Linden Ward 2 Provisional",16,1,14,1,2016,
"Union,Linden Ward 3 District 1",389,86,335,62,2016,
"Union,Linden Ward 3 District 2",206,92,158,60,2016,
"Union,Linden Ward 3 District 3",489,127,418,68,2016,
"Union,Linden Ward 3 Mail-In Ballot",52,20,51,17,2016,
"Union,Linden Ward 3 Overseas",2,0,2,0,2016,
"Union,Linden Ward 3 Provisional",19,8,16,7,2016,
"Union,Linden Ward 4 District 1",534,19,414,6,2016,
"Union,Linden Ward 4 District 2",439,27,352,15,2016,
"Union,Linden Ward 4 District 3",348,19,263,17,2016,
"Union,Linden Ward 4 District 4",303,39,241,30,2016,
"Union,Linden Ward 4 Mail-In Ballot",40,3,36,0,2016,
"Union,Linden Ward 4 Overseas",0,1,0,0,2016,
"Union,Linden Ward 4 Provisional",29,1,22,1,2016,
"Union,Linden Ward 5 District 1",280,97,221,66,2016,
"Union,Linden Ward 5 District 2",364,103,309,64,2016,
"Union,Linden Ward 5 District 3",300,61,241,36,2016,
"Union,Linden Ward 5 District 4",314,5,269,3,2016,
"Union,Linden Ward 5 Mail-In Ballot",54,23,58,16,2016,
"Union,Linden Ward 5 Overseas",2,0,2,0,2016,
"Union,Linden Ward 5 Provisional",19,8,14,7,2016,
"Union,Linden Ward 6 District 1",221,114,181,71,2016,
"Union,Linden Ward 6 District 2",266,136,233,84,2016,
"Union,Linden Ward 6 District 3",293,143,226,91,2016,
"Union,Linden Ward 6 Mail-In Ballot",33,19,30,14,2016,
"Union,Linden Ward 6 Overseas",4,1,5,1,2016,
"Union,Linden Ward 6 Provisional",7,2,7,1,2016,
"Union,Linden Ward 7 District 1",216,118,173,63,2016,
"Union,Linden Ward 7 District 2",441,64,343,36,2016,
"Union,Linden Ward 7 District 3",319,140,240,87,2016,
"Union,Linden Ward 7 Mail-In Ballot",29,13,26,14,2016,
"Union,Linden Ward 7 Overseas",0,0,0,0,2016,
"Union,Linden Ward 7 Provisional",8,2,8,0,2016,
"Union,Linden Ward 8 District 1",209,83,159,62,2016,
"Union,Linden Ward 8 District 2",214,99,159,55,2016,
"Union,Linden Ward 8 District 3",388,13,312,6,2016,
"Union,Linden Ward 8 District 4",303,50,238,32,2016,
"Union,Linden Ward 8 Mail-In Ballot",65,13,65,7,2016,
"Union,Linden Ward 8 Overseas",0,0,0,0,2016,
"Union,Linden Ward 8 Provisional",11,3,6,2,2016,
"Union,Linden Ward 9 District 1",245,225,223,138,2016,
"Union,Linden Ward 9 District 2",190,190,166,132,2016,
"Union,Linden Ward 9 District 3",163,126,150,94,2016,
"Union,Linden Ward 9 District 4",209,180,171,136,2016,
"Union,Linden Ward 9 District 5",143,140,127,102,2016,
"Union,Linden Ward 9 Mail-In Ballot",62,63,71,45,2016,
"Union,Linden Ward 9 Overseas",4,0,4,0,2016,
"Union,Linden Ward 9 Provisional",10,8,6,4,2016,
"Union,Mountainside District 1",157,218,120,242,2016,
"Union,Mountainside District 2",140,184,108,186,2016,
"Union,Mountainside District 3",187,207,145,226,2016,
"Union,Mountainside District 4",137,213,116,220,2016,
"Union,Mountainside District 5",188,247,149,269,2016,
"Union,Mountainside District 6",159,200,133,198,2016,
"Union,Mountainside District 7",167,249,134,265,2016,
"Union,Mountainside District 8",151,190,116,211,2016,
"Union,Mountainside District 9",157,232,117,222,2016,
"Union,Mountainside Mail-In Ballot",171,144,135,170,2016,
"Union,Mountainside Overseas",12,1,11,1,2016,
"Union,Mountainside Provisional",15,9,10,11,2016,
"Union,New Providence District 1",228,181,163,210,2016,
"Union,New Providence District 10",255,229,190,258,2016,
"Union,New Providence District 11",275,272,202,329,2016,
"Union,New Providence District 2",336,308,244,357,2016,
"Union,New Providence District 3",238,227,177,246,2016,
"Union,New Providence District 4",332,204,256,269,2016,
"Union,New Providence District 5",305,271,219,313,2016,
"Union,New Providence District 6",202,157,152,146,2016,
"Union,New Providence District 7",265,218,200,247,2016,
"Union,New Providence District 8",313,242,228,286,2016,
"Union,New Providence District 9",335,208,262,257,2016,
"Union,New Providence Mail-In Ballot",368,183,284,260,2016,
"Union,New Providence Overseas",34,20,27,24,2016,
"Union,New Providence Provisional",14,11,15,10,2016,
"Union,Plainfield Ward 1 District 1",409,32,345,20,2016,
"Union,Plainfield Ward 1 District 2",557,29,441,22,2016,
"Union,Plainfield Ward 1 District 3",267,21,206,11,2016,
"Union,Plainfield Ward 1 District 4",289,23,232,18,2016,
"Union,Plainfield Ward 1 District 5",273,26,230,18,2016,
"Union,Plainfield Ward 1 District 6",411,14,355,10,2016,
"Union,Plainfield Ward 1 District 7",423,35,340,27,2016,
"Union,Plainfield Ward 1 District 8",379,12,338,12,2016,
"Union,Plainfield Ward 1 Mail-In Ballot",135,9,127,9,2016,
"Union,Plainfield Ward 1 Overseas",7,2,6,2,2016,
"Union,Plainfield Ward 1 Provisional",60,2,53,2,2016,
"Union,Plainfield Ward 2 District 1",386,29,317,17,2016,
"Union,Plainfield Ward 2 District 10",250,43,211,44,2016,
"Union,Plainfield Ward 2 District 11",508,52,421,43,2016,
"Union,Plainfield Ward 2 District 2",283,37,244,39,2016,
"Union,Plainfield Ward 2 District 3",318,47,285,37,2016,
"Union,Plainfield Ward 2 District 4",375,18,312,16,2016,
"Union,Plainfield Ward 2 District 5",313,37,277,31,2016,
"Union,Plainfield Ward 2 District 6",298,70,267,77,2016,
"Union,Plainfield Ward 2 District 7",420,25,357,20,2016,
"Union,Plainfield Ward 2 District 8",269,43,235,43,2016,
"Union,Plainfield Ward 2 District 9",311,94,279,96,2016,
"Union,Plainfield Ward 2 Mail-In Ballot",219,25,197,33,2016,
"Union,Plainfield Ward 2 Overseas",30,1,27,3,2016,
"Union,Plainfield Ward 2 Provisional",41,4,33,4,2016,
"Union,Plainfield Ward 3 District 1",240,29,195,24,2016,
"Union,Plainfield Ward 3 District 10",398,22,300,20,2016,
"Union,Plainfield Ward 3 District 2",337,18,280,14,2016,
"Union,Plainfield Ward 3 District 3",336,31,287,29,2016,
"Union,Plainfield Ward 3 District 4",511,30,459,18,2016,
"Union,Plainfield Ward 3 District 5",334,18,284,9,2016,
"Union,Plainfield Ward 3 District 6",345,25,304,21,2016,
"Union,Plainfield Ward 3 District 7",349,19,315,14,2016,
"Union,Plainfield Ward 3 District 8",327,24,287,18,2016,
"Union,Plainfield Ward 3 District 9",398,27,337,14,2016,
"Union,Plainfield Ward 3 Mail-In Ballot",193,29,175,24,2016,
"Union,Plainfield Ward 3 Overseas",7,1,7,0,2016,
"Union,Plainfield Ward 3 Provisional",38,3,31,3,2016,
"Union,Plainfield Ward 4 District 1",561,28,435,14,2016,
"Union,Plainfield Ward 4 District 2",632,36,516,32,2016,
"Union,Plainfield Ward 4 District 3",298,7,242,3,2016,
"Union,Plainfield Ward 4 District 4",345,12,288,13,2016,
"Union,Plainfield Ward 4 District 5",505,19,389,15,2016,
"Union,Plainfield Ward 4 Mail-In Ballot",81,15,76,11,2016,
"Union,Plainfield Ward 4 Overseas",0,1,0,1,2016,
"Union,Plainfield Ward 4 Provisional",34,0,30,1,2016,
"Union,Rahway Ward 1 District 1",347,65,285,52,2016,
"Union,Rahway Ward 1 District 2",385,35,331,31,2016,
"Union,Rahway Ward 1 District 3",359,46,307,38,2016,
"Union,Rahway Ward 1 District 4",272,112,234,79,2016,
"Union,Rahway Ward 1 Mail-In Ballot",70,21,67,16,2016,
"Union,Rahway Ward 1 Overseas",10,0,8,1,2016,
"Union,Rahway Ward 1 Provisional",14,2,11,2,2016,
"Union,Rahway Ward 2 District 1",437,148,354,98,2016,
"Union,Rahway Ward 2 District 2",322,136,272,106,2016,
"Union,Rahway Ward 2 District 3",334,133,254,104,2016,
"Union,Rahway Ward 2 District 4",154,117,126,108,2016,
"Union,Rahway Ward 2 Mail-In Ballot",57,30,59,24,2016,
"Union,Rahway Ward 2 Overseas",3,0,3,0,2016,
"Union,Rahway Ward 2 Provisional",15,4,14,1,2016,
"Union,Rahway Ward 3 District 1",315,174,274,144,2016,
"Union,Rahway Ward 3 District 2",210,177,195,129,2016,
"Union,Rahway Ward 3 District 3",247,194,233,138,2016,
"Union,Rahway Ward 3 District 4",268,213,235,170,2016,
"Union,Rahway Ward 3 District 5",223,16,186,7,2016,
"Union,Rahway Ward 3 Mail-In Ballot",72,60,72,48,2016,
"Union,Rahway Ward 3 Overseas",1,0,0,0,2016,
"Union,Rahway Ward 3 Provisional",5,4,4,3,2016,
"Union,Rahway Ward 4 District 1",710,33,578,29,2016,
"Union,Rahway Ward 4 District 2",497,82,396,78,2016,
"Union,Rahway Ward 4 District 3",388,43,335,29,2016,
"Union,Rahway Ward 4 Mail-In Ballot",73,6,74,6,2016,
"Union,Rahway Ward 4 Overseas",3,0,3,0,2016,
"Union,Rahway Ward 4 Provisional",15,4,13,2,2016,
"Union,Rahway Ward 5 District 1",411,98,349,76,2016,
"Union,Rahway Ward 5 District 2",323,85,262,59,2016,
"Union,Rahway Ward 5 District 3",161,113,143,74,2016,
"Union,Rahway Ward 5 District 4",292,130,246,118,2016,
"Union,Rahway Ward 5 Mail-In Ballot",97,39,88,33,2016,
"Union,Rahway Ward 5 Overseas",1,0,2,1,2016,
"Union,Rahway Ward 5 Provisional",13,3,11,3,2016,
"Union,Rahway Ward 6 District 1",391,134,343,113,2016,
"Union,Rahway Ward 6 District 2",228,178,193,137,2016,
"Union,Rahway Ward 6 District 3",310,231,274,184,2016,
"Union,Rahway Ward 6 District 4",203,238,194,189,2016,
"Union,Rahway Ward 6 Mail-In Ballot",59,38,58,35,2016,
"Union,Rahway Ward 6 Overseas",1,1,0,1,2016,
"Union,Rahway Ward 6 Provisional",22,8,16,7,2016,
"Union,Roselle Park Ward 1 District 1",245,213,211,151,2016,
"Union,Roselle Park Ward 1 District 2",377,190,302,154,2016,
"Union,Roselle Park Ward 1 Mail-In Ballot",26,15,24,15,2016,
"Union,Roselle Park Ward 1 Overseas",1,0,0,0,2016,
"Union,Roselle Park Ward 1 Provisional",4,3,2,5,2016,
"Union,Roselle Park Ward 2 District 1",308,245,256,184,2016,
"Union,Roselle Park Ward 2 District 2",309,299,245,220,2016,
"Union,Roselle Park Ward 2 Mail-In Ballot",28,22,26,23,2016,
"Union,Roselle Park Ward 2 Overseas",0,2,0,2,2016,
"Union,Roselle Park Ward 2 Provisional",5,0,5,0,2016,
"Union,Roselle Park Ward 3 District 1",211,141,171,101,2016,
"Union,Roselle Park Ward 3 District 2",353,269,283,222,2016,
"Union,Roselle Park Ward 3 Mail-In Ballot",32,17,24,21,2016,
"Union,Roselle Park Ward 3 Overseas",4,0,4,0,2016,
"Union,Roselle Park Ward 3 Provisional",7,4,6,4,2016,
"Union,Roselle Park Ward 4 District 1",230,169,187,132,2016,
"Union,Roselle Park Ward 4 District 2",309,187,249,138,2016,
"Union,Roselle Park Ward 4 Mail-In Ballot",20,17,18,17,2016,
"Union,Roselle Park Ward 4 Overseas",4,0,3,0,2016,
"Union,Roselle Park Ward 4 Provisional",15,4,12,5,2016,
"Union,Roselle Park Ward 5 District 1",232,164,190,119,2016,
"Union,Roselle Park Ward 5 District 2",396,283,348,188,2016,
"Union,Roselle Park Ward 5 Mail-In Ballot",38,30,39,25,2016,
"Union,Roselle Park Ward 5 Overseas",1,0,1,0,2016,
"Union,Roselle Park Ward 5 Provisional",11,4,8,1,2016,
"Union,Roselle Ward 1 District 1",335,68,267,52,2016,
"Union,Roselle Ward 1 District 2",381,56,317,46,2016,
"Union,Roselle Ward 1 District 3",255,51,214,40,2016,
"Union,Roselle Ward 1 District 4",375,26,291,14,2016,
"Union,Roselle Ward 1 Mail-In Ballot",44,11,35,9,2016,
"Union,Roselle Ward 1 Overseas",2,0,3,0,2016,
"Union,Roselle Ward 1 Provisional",23,4,19,4,2016,
"Union,Roselle Ward 2 District 1",299,28,235,17,2016,
"Union,Roselle Ward 2 District 2",340,49,279,44,2016,
"Union,Roselle Ward 2 District 3",442,23,371,16,2016,
"Union,Roselle Ward 2 District 4",381,18,338,7,2016,
"Union,Roselle Ward 2 Mail-In Ballot",61,2,64,3,2016,
"Union,Roselle Ward 2 Overseas",1,0,0,0,2016,
"Union,Roselle Ward 2 Provisional",29,0,23,0,2016,
"Union,Roselle Ward 3 District 1",211,59,182,36,2016,
"Union,Roselle Ward 3 District 2",369,37,329,35,2016,
"Union,Roselle Ward 3 District 3",362,18,307,11,2016,
"Union,Roselle Ward 3 District 4",452,27,399,20,2016,
"Union,Roselle Ward 3 Mail-In Ballot",57,5,57,5,2016,
"Union,Roselle Ward 3 Overseas",3,0,2,0,2016,
"Union,Roselle Ward 3 Provisional",17,5,15,6,2016,
"Union,Roselle Ward 4 District 1",528,52,453,39,2016,
"Union,Roselle Ward 4 District 2",491,73,403,60,2016,
"Union,Roselle Ward 4 District 3",357,26,300,14,2016,
"Union,Roselle Ward 4 Mail-In Ballot",68,21,73,16,2016,
"Union,Roselle Ward 4 Overseas",4,2,3,3,2016,
"Union,Roselle Ward 4 Provisional",14,3,12,2,2016,
"Union,Roselle Ward 5 District 1",480,79,417,59,2016,
"Union,Roselle Ward 5 District 2",464,102,396,76,2016,
"Union,Roselle Ward 5 District 3",285,44,255,27,2016,
"Union,Roselle Ward 5 District 4",344,68,302,51,2016,
"Union,Roselle Ward 5 Mail-In Ballot",70,24,62,21,2016,
"Union,Roselle Ward 5 Overseas",5,0,5,0,2016,
"Union,Roselle Ward 5 Provisional",9,0,8,0,2016,
"Union,Scotch Plains 12th cong Mail-In Ballot",721,323,635,382,2016,
"Union,Scotch Plains 12th cong Overseas",50,4,39,4,2016,
"Union,Scotch Plains 12th cong Provisional",43,21,33,25,2016,
"Union,Scotch Plains 7th cong Mail-In Ballot",28,8,25,13,2016,
"Union,Scotch Plains 7th cong Overseas",2,0,1,0,2016,
"Union,Scotch Plains 7th cong Provisional",6,1,7,0,2016,
"Union,Scotch Plains District 1",537,91,451,68,2016,
"Union,Scotch Plains District 10",272,190,232,179,2016,
"Union,Scotch Plains District 11",263,198,221,197,2016,
"Union,Scotch Plains District 12",292,195,264,192,2016,
"Union,Scotch Plains District 13",286,171,239,176,2016,
"Union,Scotch Plains District 14",229,205,191,210,2016,
"Union,Scotch Plains District 15",285,163,230,205,2016,
"Union,Scotch Plains District 16",367,230,318,217,2016,
"Union,Scotch Plains District 17",313,199,249,223,2016,
"Union,Scotch Plains District 18",259,181,191,215,2016,
"Union,Scotch Plains District 19",305,218,231,265,2016,
"Union,Scotch Plains District 2",371,140,350,113,2016,
"Union,Scotch Plains District 20",299,294,236,309,2016,
"Union,Scotch Plains District 21",340,183,282,171,2016,
"Union,Scotch Plains District 22",173,158,150,142,2016,
"Union,Scotch Plains District 23",229,223,189,240,2016,
"Union,Scotch Plains District 3",262,224,203,211,2016,
"Union,Scotch Plains District 4",258,214,211,203,2016,
"Union,Scotch Plains District 5",276,214,215,228,2016,
"Union,Scotch Plains District 6",237,124,177,144,2016,
"Union,Scotch Plains District 7",425,331,365,302,2016,
"Union,Scotch Plains District 8",312,190,271,198,2016,
"Union,Scotch Plains District 9",277,196,229,208,2016,
"Union,Scotch Plains Mail-In Ballot",0,0,0,0,2016,
"Union,Scotch Plains Overseas",0,0,0,0,2016,
"Union,Scotch Plains Provisional",0,0,0,0,2016,
"Union,Springfield District 1",323,207,261,215,2016,
"Union,Springfield District 10",399,325,309,357,2016,
"Union,Springfield District 11",624,327,513,314,2016,
"Union,Springfield District 12",247,235,223,214,2016,
"Union,Springfield District 13",224,203,187,216,2016,
"Union,Springfield District 14",167,155,138,169,2016,
"Union,Springfield District 2",191,149,155,165,2016,
"Union,Springfield District 3",210,125,179,110,2016,
"Union,Springfield District 4",293,120,246,137,2016,
"Union,Springfield District 5",179,198,172,165,2016,
"Union,Springfield District 6",493,263,421,290,2016,
"Union,Springfield District 7",307,249,267,258,2016,
"Union,Springfield District 8",237,184,192,187,2016,
"Union,Springfield District 9",397,249,339,239,2016,
"Union,Springfield Mail-In Ballot",445,228,400,260,2016,
"Union,Springfield Overseas",30,5,20,3,2016,
"Union,Springfield Provisional",35,19,27,20,2016,
"Union,Summit Ward 1 District 1",189,164,149,186,2016,
"Union,Summit Ward 1 District 10",233,163,189,164,2016,
"Union,Summit Ward 1 District 11",254,120,203,137,2016,
"Union,Summit Ward 1 District 12",281,144,212,201,2016,
"Union,Summit Ward 1 District 2",241,115,194,132,2016,
"Union,Summit Ward 1 District 3",268,98,214,134,2016,
"Union,Summit Ward 1 District 4",258,109,196,164,2016,
"Union,Summit Ward 1 District 5",224,154,153,232,2016,
"Union,Summit Ward 1 District 6",218,110,159,170,2016,
"Union,Summit Ward 1 District 7",209,134,144,210,2016,
"Union,Summit Ward 1 District 8",225,120,175,161,2016,
"Union,Summit Ward 1 District 9",217,134,175,165,2016,
"Union,Summit Ward 1 Mail-In Ballot",367,142,290,245,2016,
"Union,Summit Ward 1 Overseas",60,7,51,6,2016,
